gene_symbol,statistic,dm,p.value,mean_pnet,mean_norm,pval_log
WDYHV1,0.05321803674339876,0.002054521572027082,0.958367301226434,0.08945378281966776,0.08739926124764068,0.018468012503995834
WFDC2,0.6444102304141683,0.028802986981190326,0.530516315734235,0.1468615815378256,0.11805859455663528,0.2753012550719998
WHSC1,0.535571626282638,0.020321262253768055,0.601297546218166,0.09201546833174101,0.07169420607797296,0.2209105684247232
WHSC2,-0.47935509457727993,-0.01067919964277729,0.6396494118978459,0.052851046452477235,0.06353024609525453,0.19405799507323168
WIF1,-2.093230144142427,-0.15229621686325556,0.05650232204360968,0.23495617535510313,0.38725239221835867,1.2479337038619016
WIPF2,-1.9422962417179142,-0.028295559180098837,0.07408394955974204,0.03415749081560079,0.06245304999569964,1.1302758726236537
WIPI1,0.16486197919940254,0.005448023279227374,0.8715885542432609,0.0974899744243322,0.09204195114510484,0.05968848157129769
WNK1,-0.3521767470729466,-0.011164008706736145,0.7303492555335738,0.06581982186762446,0.0769838305743606,0.1364694090873074
WNK4,0.11932700848754134,0.003594412201257613,0.9068405866386947,0.1362098130442551,0.13261540084299756,0.042469050787723096
WNT1,-0.010664502908289493,-2.1103349372825209e-4,0.9916530430182618,0.08120188788646811,0.08141292138019639,0.003640251091364331
WNT10A,0.5348641895982564,0.030542945992019177,0.6017729064859703,0.15842597800683264,0.12788303201481346,0.22056736931863094
WNT2B,0.18653827888325933,0.006692423661833841,0.854902170076989,0.09138240600128454,0.0846899823394507,0.06808358050763509
WNT3,-0.17046947041898594,-0.00907244638157409,0.867265431510831,0.1467407827798802,0.1558132291614543,0.06184796388673594
WNT5A,-0.3037197498410526,-0.012014106370870858,0.7661478760080429,0.12333157969235456,0.13534568606322542,0.11568739807482956
WNT6,0.392041694853973,0.013823290522284551,0.7013789449430444,0.10930797264567436,0.09548468212338981,0.1540472755692885
WNT7A,0.17556994832619946,0.008393332763067071,0.8633370438581774,0.11772729913262235,0.10933396636955528,0.06381962408589885
WNT7B,0.07934127226131704,0.002144510481945028,0.9379695150168414,0.12559787453857046,0.12345336405662544,0.027811276413166285
WNT9A,0.6974261745085509,0.022534751581334195,0.4978202014396922,0.1012258155898411,0.07869106400850691,0.3029274837905602
WNT9B,-0.6980945633821348,-0.029685604417987302,0.49741576432464807,0.08870464882242146,0.11839025324040875,0.30328045499146383
WRB,-0.9600002593364859,-0.023020726597035315,0.35457096187446746,0.10915362552914101,0.13217435212617634,0.45029683448262486
WSCD1,-1.5169176727334652,-0.03907424893343153,0.15322285557460372,0.19206280947847174,0.23113705841190324,0.8146764480873453
WSCD2,-0.6351852662289368,-0.015347398355355632,0.5363281293046374,0.0850833451001391,0.10043074345549474,0.27056942458939204
WWP1,-0.6022996558883469,-0.015406959465428832,0.5573347496715984,0.07258859745197385,0.08799555691740268,0.25388387795557976
XIAP,1.7723247615030644,0.07885157799328485,0.09976035571476759,0.2680245354527697,0.1891729574594848,1.001042010966109
XKR6,0.21769178402797898,0.008609238963979818,0.8310489240373437,0.11201507579965224,0.10340583683567241,0.08037340844932134
XKR8,0.5175336993560952,0.016495510891629206,0.6134768842743228,0.15044320290671073,0.13394769201508153,0.21220179678577747
XKRX,2.483819414375414,0.09538343341146907,0.02741212063116932,0.26443357159048936,0.16905013817902032,1.5620573656720986
XPO1,-0.34191684364877795,-0.013320526890932327,0.7378776486541084,0.08911496791681205,0.10243549480774439,0.13201564484301823
XPO4,0.8901886936047155,0.02681253896950847,0.389541716975522,0.11215213494984523,0.08533959598033677,0.40944602584221235
XPOT,-0.697700381593287,-0.01590399351951781,0.49765425709520905,0.06818579859653735,0.08408979211605516,0.303072276483455
XRCC1,0.6175082182214786,0.01710973511781487,0.5475642909962595,0.11698352432734552,0.09987378920953065,0.26156488181077675
XRCC2,-0.3666205920450067,-0.00925989372027089,0.7198000679400309,0.0707728200113918,0.08003271373166271,0.14278811669119434
XRCC5,-0.2957851496456411,-0.009870915661785398,0.7720659556984889,0.0675453681572238,0.0774162838190092,0.11234559736845127
XRN2,-1.073292740599328,-0.03650043547220576,0.3026592913276559,0.08457998083652009,0.12108041630872585,0.5190459891547264
XYLT2,-0.16440043393976678,-0.006111807368992583,0.8719445781410571,0.10750204647769657,0.11361385384668915,0.05951111847619418
YAF2,-1.534916387330387,-0.0273531883359604,0.14877688334559613,0.06368214508855424,0.09103533342451463,0.8274645433557379
YARS2,0.08809267877454385,0.0038072557294425574,0.9311455892646848,0.10427770244733038,0.10047044671788782,0.03098240959764291
YBX1,0.11446283389864477,0.004726869599681091,0.9106198866285709,0.08805356558995275,0.08332669599027166,0.040662869557430065
YBX2,1.1189644912469832,0.05273564356913471,0.28340526250288867,0.13681442284819362,0.084078779279058935,0.5475920896751988
YDJC,0.32907568079632044,0.01160052609844675,0.74733979366881,0.1184717586078953,0.10687123250944854,0.1264818922110356
YIF1A,0.010955100816448977,4.3846734120292497e-4,0.9914256057764645,0.08774638306832036,0.08730791572711744,0.0037398686628459027
YIPF1,-0.6471166045493076,-0.016592524973113656,0.5288180823992031,0.06556966423437029,0.08216218920748396,0.2766937030081806
YIPF6,1.059713983261576,0.06207924941022058,0.30856766178028006,0.25646678043521254,0.19438753102499198,0.5106495904124772
YJEFN3,-2.82413145824568,-0.22514614434013652,0.01435102939428325,0.2174157528610888,0.44256189720122535,1.8431169460224768
YKT6,-1.1119807113799618,-0.041564303963261356,0.2862880156113107,0.06415196690066421,0.10571627086392557,0.5431968317297605
YLPM1,-0.8500541692834912,-0.013583750146032608,0.4106777611375896,0.038880810680925,0.0524645608269576,0.38649881425549754
YPEL1,-1.7265544187442778,-0.055144500378288164,0.10791736512982163,0.15335100658455275,0.20849550696284092,0.9669086667789654
YPEL2,0.5611927110760723,0.02988029153317312,0.584210669738622,0.1259525820078585,0.09607229047468537,0.23343051554752242
YTHDF1,0.056822381377777606,0.0012154008835205815,0.9555507695176717,0.07732425144672364,0.07610885056320306,0.019746233427784664
YTHDF3,-0.4791840975000695,-0.021172268842043818,0.6397678083678263,0.06642216709633356,0.08759443593837736,0.19397761639312383
YWHAG,-0.29055047013939056,-0.01277955853071129,0.7759784464888972,0.07819085470663777,0.09097041323734906,0.11015034150074916
YWHAQ,-2.3410600864388584,-0.03570241082175632,0.03581775941842268,0.037161074840635105,0.07286348566239141,1.4459015849484596
YY1,-0.22386538901234568,-0.003599593708300923,0.826341782625065,0.05244453639110921,0.05604413009941014,0.08284028729591336
ZBBX,-0.7264310690735218,-0.020795280388697712,0.4804506718710406,0.08013844438303758,0.10093372477173529,0.3183511949546952
ZBED4,-0.1321794175906479,-0.00410052477247666,0.8968662970770387,0.08169092442962023,0.08579144920209687,0.047272295829544786
ZBTB12,-0.49890231003234076,-0.01549351735298942,0.626183473451764,0.057779868113570755,0.07327338546656016,0.20329839868559607
